gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,product,purchase
F,65,widowed,univ,3,full_time,13,34,92969,no,0,tenant,3,bonds,yes
F,39,single,highsch,0,full_time,7,11,47813,no,0,tenant,15,bonds,yes
F,44,divorced,highsch,2,self_employ,6,18,57375,no,0,tenant,3,stocks,no
F,41,divorced,highsch,2,unemployed,0,10,0,no,0,tenant,1,bonds,no
M,23,single,univ,0,part_time,1,1,31875,no,0,tenant,6,bonds,no
F,51,divorced,highsch,2,unemployed,0,18,0,no,0,tenant,5,stocks,no
M,40,married,highsch,1,unemployed,0,17,0,yes,31653,tenant,9,stocks,no
M,24,divorced,univ,0,self_employ,1,2,63750,no,0,owner_morg,6,bonds,no
F,49,married,highsch,1,part_time,3,11,28688,yes,29388,tenant,7,stocks,no
M,52,divorced,postgrad,0,full_time,14,27,148750,no,0,tenant,8,bonds,no
F,37,single,highsch,0,part_time,1,10,28688,no,0,tenant,9,derivatives,no
F,33,divorced,univ,1,full_time,1,5,79688,no,0,tenant,3,derivatives,no
M,27,married,highsch,2,self_employ,2,6,38250,no,0,owner,1,derivatives,yes
F,33,widowed,univ,3,part_time,0,10,47813,no,0,tenant,5,derivatives,yes
F,38,single,highsch,0,part_time,1,6,28688,no,0,tenant,7,derivatives,no
F,46,widowed,highsch,2,full_time,7,9,47813,no,0,tenant,8,bonds,yes
M,39,married,highsch,2,unemployed,0,14,0,yes,39885,tenant,13,bonds,yes
M,27,single,univ,0,full_time,1,5,53125,no,0,tenant,2,bonds,no
M,38,married,univ,3,unemployed,0,2,0,yes,19537,owner_morg,7,stocks,no
M,35,divorced,univ,1,full_time,0,3,79688,no,0,owner_morg,12,bonds,yes
F,25,married,highsch,2,part_time,4,4,19125,yes,33357,owner,5,stocks,no
M,21,single,highsch,0,full_time,1,2,31875,no,0,owner,5,stocks,no
M,31,married,highsch,1,self_employ,6,6,57375,yes,31726,owner,6,derivatives,yes
M,37,divorced,highsch,2,part_time,9,9,28688,no,0,owner,6,bonds,yes
M,54,married,highsch,1,unemployed,0,5,0,yes,46912,owner,5,bonds,yes
F,25,divorced,univ,1,unemployed,0,0,0,no,0,owner,1,bonds,yes
M,40,married,basic,1,part_time,1,7,19125,yes,51089,owner_morg,12,derivatives,yes
F,49,single,highsch,0,full_time,10,13,47813,no,0,owner_morg,13,stocks,no
M,59,divorced,highsch,2,self_employ,11,11,66938,no,0,tenant,8,stocks,no
M,41,single,univ,0,unemployed,0,11,0,no,0,tenant,12,derivatives,yes
M,32,divorced,univ,0,unemployed,0,9,0,no,0,owner,13,bonds,no
F,22,single,highsch,0,unemployed,0,1,0,no,0,owner,6,stocks,no
F,31,married,highsch,2,unemployed,0,7,0,yes,52647,tenant,3,bonds,yes
F,55,divorced,univ,1,full_time,6,10,92969,no,0,owner,2,bonds,yes
F,26,married,basic,3,self_employ,1,6,25500,yes,31761,tenant,7,bonds,yes
F,39,married,postgrad,1,self_employ,3,13,153000,yes,126441,owner_morg,14,derivatives,yes
M,23,widowed,basic,0,full_time,2,3,21250,no,0,owner,4,stocks,yes
M,39,married,highsch,0,unemployed,0,1,0,yes,55899,tenant,11,stocks,no
F,52,married,highsch,2,self_employ,8,8,66938,yes,64434,owner,6,bonds,no
M,31,single,univ,0,full_time,6,8,79688,no,0,tenant,2,bonds,no
M,25,widowed,univ,1,full_time,4,4,53125,no,0,owner_morg,9,stocks,yes
M,24,married,univ,1,unemployed,0,2,0,yes,54058,owner_morg,3,derivatives,yes
F,51,married,highsch,3,full_time,7,7,55781,yes,52907,tenant,4,stocks,no
M,40,single,univ,0,unemployed,0,5,0,no,0,tenant,7,derivatives,no
F,50,divorced,basic,2,full_time,7,11,37188,no,0,tenant,10,bonds,yes
F,46,single,basic,0,full_time,4,4,31875,no,0,owner_morg,1,stocks,no
M,59,widowed,highsch,3,full_time,19,25,55781,no,0,owner,15,derivatives,yes
M,29,divorced,highsch,2,full_time,6,6,31875,no,0,tenant,3,stocks,yes
M,23,single,highsch,0,part_time,1,3,19125,no,0,tenant,7,derivatives,yes
F,28,married,highsch,2,part_time,4,4,19125,yes,40864,owner_morg,8,derivatives,yes
M,31,married,basic,0,full_time,5,10,31875,yes,35758,owner,13,bonds,no
M,35,divorced,highsch,2,full_time,0,11,47813,no,0,tenant,5,stocks,no
F,37,divorced,univ,1,full_time,5,13,79688,no,0,tenant,4,bonds,yes
M,51,single,highsch,0,full_time,7,14,55781,no,0,tenant,4,bonds,no
F,30,divorced,univ,1,full_time,4,10,79688,no,0,tenant,14,stocks,no
M,20,divorced,highsch,0,part_time,0,0,19125,no,0,tenant,5,derivatives,yes
M,21,married,basic,0,self_employ,0,0,25500,yes,31584,tenant,4,derivatives,yes
M,26,single,highsch,0,unemployed,0,2,0,no,0,owner_morg,2,derivatives,yes
M,54,married,highsch,0,full_time,11,11,55781,yes,41669,owner_morg,10,derivatives,yes
M,27,married,postgrad,1,self_employ,0,7,102000,yes,62932,owner,6,derivatives,yes
F,34,single,univ,0,unemployed,0,6,0,no,0,tenant,11,derivatives,no
M,21,divorced,highsch,1,part_time,2,2,19125,no,0,owner_morg,5,derivatives,yes
F,29,married,univ,2,self_employ,1,2,63750,yes,25971,tenant,1,bonds,yes
F,50,single,univ,0,self_employ,7,7,111563,no,0,tenant,1,derivatives,no
M,48,single,postgrad,0,full_time,8,18,127500,no,0,owner_morg,3,stocks,no
M,38,divorced,postgrad,0,full_time,10,14,127500,no,0,owner_morg,15,bonds,no
M,54,single,highsch,0,self_employ,14,20,66938,no,0,tenant,6,derivatives,yes
M,54,divorced,highsch,2,full_time,8,18,55781,no,0,owner,7,derivatives,yes
M,23,single,highsch,0,unemployed,0,3,0,no,0,tenant,4,derivatives,yes
F,53,divorced,univ,0,full_time,0,8,92969,no,0,tenant,10,bonds,yes
F,66,single,basic,0,self_employ,10,34,44625,no,0,tenant,14,derivatives,no
M,28,married,basic,1,self_employ,3,8,25500,yes,42478,tenant,2,stocks,yes
M,32,divorced,highsch,1,part_time,1,6,28688,no,0,tenant,7,bonds,yes
F,30,married,univ,2,full_time,0,6,79688,yes,66269,owner_morg,7,derivatives,yes
F,32,married,highsch,0,unemployed,0,10,0,yes,12513,owner_morg,5,bonds,yes
M,33,single,basic,0,full_time,5,10,31875,no,0,tenant,6,derivatives,yes
F,51,married,univ,0,part_time,12,25,55781,yes,37239,tenant,3,derivatives,no
M,58,divorced,highsch,0,part_time,7,28,33469,no,0,owner_morg,3,derivatives,yes
F,20,married,basic,1,full_time,0,2,21250,yes,30872,tenant,5,stocks,yes
F,31,widowed,highsch,0,full_time,0,2,47813,no,0,tenant,14,derivatives,yes
F,42,single,univ,0,full_time,6,12,79688,no,0,tenant,2,stocks,no
F,54,divorced,postgrad,2,full_time,16,16,148750,no,0,owner_morg,15,stocks,no
M,69,single,univ,0,unemployed,0,34,0,no,0,owner_morg,2,derivatives,yes
F,55,married,highsch,2,unemployed,0,3,0,no,0,tenant,2,stocks,no
F,38,married,univ,1,part_time,1,6,47813,yes,51924,tenant,6,stocks,no
F,23,single,basic,0,full_time,1,4,21250,no,0,tenant,8,stocks,yes
M,46,single,highsch,0,unemployed,0,2,0,no,0,tenant,9,bonds,no
F,21,married,basic,1,full_time,2,2,21250,yes,35604,tenant,8,stocks,no
F,24,single,highsch,0,self_employ,1,1,38250,no,0,owner_morg,8,bonds,yes
F,45,single,highsch,0,part_time,3,14,28688,no,0,owner,12,stocks,no
F,49,married,highsch,3,self_employ,12,24,57375,yes,46293,tenant,15,bonds,yes
M,32,divorced,highsch,1,full_time,3,7,47813,no,0,tenant,3,stocks,no
M,45,widowed,univ,0,unemployed,0,10,0,no,0,owner_morg,10,derivatives,yes
M,42,divorced,univ,3,full_time,1,12,79688,no,0,tenant,11,derivatives,yes
M,38,married,highsch,2,part_time,2,13,28688,yes,50144,tenant,6,derivatives,yes
F,21,single,basic,0,self_employ,1,1,25500,no,0,w_parents,6,derivatives,no
M,38,single,highsch,0,full_time,4,4,47813,no,0,tenant,12,stocks,no
F,23,single,basic,0,self_employ,2,4,25500,no,0,owner_morg,8,bonds,yes
M,36,married,highsch,0,unemployed,0,4,0,yes,3937,owner,2,bonds,no
F,37,married,highsch,0,self_employ,4,4,57375,yes,48969,tenant,4,derivatives,no
F,35,divorced,highsch,0,full_time,9,10,47813,no,0,owner,3,stocks,no
M,29,divorced,highsch,2,unemployed,0,1,0,no,0,tenant,10,derivatives,yes
F,25,divorced,univ,0,full_time,2,6,53125,no,0,tenant,10,derivatives,no
F,54,divorced,postgrad,2,full_time,10,21,148750,no,0,owner_morg,1,stocks,no
M,67,divorced,highsch,1,self_employ,17,23,66938,no,0,owner_morg,9,derivatives,yes
F,66,married,highsch,3,retired,12,32,22313,yes,47970,owner_morg,4,stocks,no
M,34,divorced,highsch,2,full_time,8,10,47813,no,0,tenant,7,stocks,no
M,29,single,univ,0,self_employ,3,6,63750,no,0,tenant,7,bonds,no
F,42,single,postgrad,0,full_time,5,12,127500,no,0,owner,9,derivatives,no
M,37,married,univ,2,self_employ,5,13,95625,yes,59818,owner,10,stocks,no
F,27,divorced,highsch,2,unemployed,0,6,0,no,0,owner_morg,8,stocks,yes
F,26,divorced,basic,0,self_employ,4,6,25500,no,0,tenant,5,stocks,yes
F,66,widowed,highsch,2,unemployed,0,17,0,no,0,owner_morg,5,bonds,yes
M,22,single,highsch,0,full_time,1,1,31875,no,0,tenant,5,bonds,no
M,67,widowed,highsch,3,unemployed,0,30,0,no,0,tenant,9,derivatives,yes
F,25,single,univ,0,self_employ,1,1,63750,no,0,owner_morg,5,bonds,yes
F,26,married,highsch,3,part_time,1,6,19125,no,0,tenant,7,stocks,no
F,55,widowed,univ,0,self_employ,12,26,111563,no,0,owner_morg,7,stocks,no
M,27,single,univ,0,unemployed,0,7,0,no,0,tenant,10,stocks,no
F,37,widowed,highsch,1,unemployed,0,15,0,no,0,owner,3,bonds,yes
M,30,divorced,univ,2,self_employ,4,7,95625,no,0,tenant,5,stocks,no
F,38,single,basic,0,self_employ,9,13,38250,no,0,tenant,9,stocks,no
F,33,single,highsch,0,full_time,5,10,47813,no,0,tenant,4,stocks,no
F,25,divorced,univ,2,part_time,1,5,31875,no,0,tenant,3,derivatives,no
F,35,single,highsch,0,full_time,2,7,47813,no,0,tenant,5,bonds,yes
M,30,divorced,univ,2,full_time,4,10,79688,no,0,tenant,5,bonds,yes
M,49,divorced,univ,2,unemployed,0,16,0,no,0,tenant,11,derivatives,yes
M,29,married,univ,2,self_employ,6,7,63750,yes,37338,owner,5,stocks,yes
M,38,married,univ,1,part_time,9,11,47813,no,0,owner,7,derivatives,yes
F,46,married,highsch,1,self_employ,2,7,57375,yes,44019,owner,14,derivatives,yes
F,48,divorced,postgrad,0,full_time,12,15,127500,no,0,owner,5,derivatives,no
M,31,married,highsch,1,full_time,7,9,47813,yes,56241,owner,5,stocks,no
M,41,widowed,univ,0,full_time,9,14,79688,no,0,tenant,15,derivatives,yes
M,66,divorced,basic,0,retired,20,21,14875,no,0,owner,8,derivatives,no
M,36,married,univ,2,part_time,6,14,47813,yes,49131,owner_morg,2,derivatives,yes
F,45,single,highsch,0,full_time,7,22,47813,no,0,tenant,15,derivatives,no
M,33,single,highsch,0,self_employ,1,3,57375,no,0,owner_morg,8,derivatives,yes
F,38,married,highsch,1,self_employ,8,14,57375,no,0,tenant,14,bonds,yes
F,31,married,highsch,0,unemployed,0,2,0,yes,54846,tenant,12,bonds,yes
M,62,widowed,highsch,1,part_time,21,26,33469,no,0,tenant,15,derivatives,yes
M,20,married,highsch,0,unemployed,0,0,0,yes,350,owner_morg,4,stocks,yes
F,34,widowed,basic,2,full_time,4,12,31875,no,0,tenant,4,bonds,yes
M,35,widowed,postgrad,2,full_time,2,5,127500,no,0,owner,13,bonds,yes
M,52,divorced,univ,3,full_time,11,26,92969,no,0,tenant,7,stocks,no
M,45,divorced,highsch,1,part_time,11,22,28688,no,0,owner_morg,3,stocks,no
F,29,widowed,basic,0,full_time,1,1,21250,no,0,owner,2,stocks,yes
F,25,single,highsch,0,self_employ,2,2,38250,no,0,owner_morg,1,stocks,yes
F,30,divorced,highsch,2,self_employ,0,9,57375,no,0,tenant,14,bonds,yes
F,37,divorced,highsch,2,part_time,1,1,28688,no,0,owner,15,bonds,yes
M,30,married,univ,2,unemployed,0,6,0,no,0,owner,5,stocks,no
F,22,divorced,univ,1,unemployed,0,2,0,no,0,owner_morg,3,derivatives,no
M,26,married,univ,0,full_time,0,0,53125,yes,38949,tenant,5,bonds,no
M,33,single,highsch,0,unemployed,0,12,0,no,0,tenant,2,bonds,no
F,32,divorced,univ,3,full_time,7,10,79688,no,0,owner_morg,5,bonds,yes
M,41,divorced,univ,0,full_time,8,8,79688,no,0,tenant,8,stocks,no
F,61,divorced,postgrad,2,full_time,22,27,148750,no,0,tenant,12,bonds,yes
F,58,divorced,univ,0,full_time,11,22,92969,no,0,tenant,5,derivatives,no
F,25,single,univ,0,full_time,0,5,53125,no,0,tenant,4,bonds,yes
F,52,widowed,univ,2,part_time,7,7,55781,no,0,tenant,5,bonds,yes
F,32,married,highsch,3,part_time,2,6,28688,yes,45908,tenant,1,derivatives,yes
F,24,single,univ,0,unemployed,0,2,0,no,0,tenant,8,derivatives,no
F,37,married,highsch,0,full_time,2,14,47813,yes,51107,tenant,13,stocks,no
F,20,single,highsch,0,full_time,1,2,31875,no,0,tenant,5,derivatives,no
F,34,divorced,postgrad,2,full_time,6,6,127500,no,0,owner_morg,3,stocks,no
M,51,single,postgrad,0,full_time,14,15,148750,no,0,tenant,12,bonds,no
M,34,divorced,highsch,2,full_time,5,10,47813,no,0,owner,6,bonds,yes
F,46,married,highsch,1,full_time,14,14,47813,yes,51156,owner_morg,9,bonds,yes
F,35,divorced,basic,1,self_employ,1,4,38250,no,0,owner_morg,10,stocks,no
F,59,single,univ,0,self_employ,15,29,111563,no,0,tenant,8,bonds,yes
M,30,single,univ,0,full_time,0,9,79688,no,0,tenant,3,derivatives,yes
F,43,single,postgrad,0,full_time,11,15,127500,no,0,tenant,12,bonds,yes
F,29,single,highsch,0,unemployed,0,3,0,no,0,tenant,2,stocks,yes
F,45,single,univ,0,unemployed,0,14,0,no,0,owner_morg,12,derivatives,no
F,36,divorced,basic,3,full_time,0,9,31875,no,0,tenant,7,stocks,no
M,61,married,postgrad,0,self_employ,18,25,178500,yes,43284,owner_morg,8,bonds,no
M,50,widowed,highsch,3,full_time,14,14,55781,no,0,owner,8,stocks,no
F,27,single,univ,0,full_time,0,5,53125,no,0,tenant,4,bonds,yes
F,37,divorced,highsch,0,self_employ,4,9,57375,no,0,owner_morg,15,derivatives,no
M,26,divorced,highsch,2,full_time,3,3,31875,no,0,tenant,2,stocks,yes
M,28,divorced,basic,1,full_time,3,6,21250,no,0,owner,7,derivatives,yes
M,24,single,univ,0,full_time,3,4,53125,no,0,owner,3,derivatives,yes
M,52,divorced,highsch,1,part_time,3,18,33469,no,0,tenant,5,derivatives,yes
F,33,divorced,univ,1,part_time,0,0,47813,no,0,tenant,12,derivatives,no
F,28,divorced,univ,2,full_time,3,4,53125,no,0,owner,3,bonds,yes
F,33,single,highsch,0,unemployed,0,1,0,no,0,owner_morg,2,stocks,no
M,44,divorced,highsch,2,full_time,13,14,47813,no,0,owner_morg,12,bonds,yes
M,30,married,postgrad,2,part_time,6,6,76500,yes,56347,owner_morg,4,stocks,no
M,26,divorced,univ,3,full_time,4,6,53125,no,0,tenant,7,stocks,yes
F,49,single,univ,0,unemployed,0,24,0,no,0,tenant,1,bonds,yes
M,27,married,highsch,0,unemployed,0,5,0,yes,15671,tenant,9,derivatives,yes
M,29,single,univ,0,full_time,4,6,53125,no,0,tenant,5,bonds,no
M,22,divorced,basic,1,full_time,1,2,21250,no,0,tenant,8,bonds,yes
F,22,widowed,univ,1,part_time,0,1,31875,no,0,tenant,5,derivatives,yes
M,57,single,univ,0,full_time,3,12,92969,no,0,owner_morg,7,stocks,no
F,43,single,univ,0,full_time,13,16,79688,no,0,tenant,12,stocks,no
M,47,married,postgrad,2,unemployed,0,3,0,yes,11787,owner_morg,11,bonds,yes
F,36,divorced,basic,0,full_time,9,13,31875,no,0,tenant,15,stocks,no
F,38,married,highsch,0,self_employ,6,15,57375,yes,44954,owner,8,derivatives,no
F,42,married,highsch,2,full_time,10,10,47813,yes,52017,tenant,8,bonds,yes
M,52,divorced,univ,1,self_employ,14,22,111563,no,0,owner,6,bonds,no
F,36,divorced,univ,0,full_time,6,12,79688,no,0,owner,15,stocks,no
F,43,single,postgrad,0,full_time,1,3,127500,no,0,owner_morg,5,derivatives,no
F,23,single,univ,0,self_employ,0,2,63750,no,0,tenant,7,bonds,yes
M,42,divorced,highsch,1,full_time,3,10,47813,no,0,tenant,10,stocks,no
F,45,married,univ,2,self_employ,4,20,95625,yes,78841,owner_morg,12,stocks,no
M,29,single,univ,0,full_time,6,9,53125,no,0,owner_morg,4,stocks,yes
F,39,married,basic,1,self_employ,2,14,38250,yes,41638,owner,2,stocks,no
F,49,married,univ,1,full_time,15,21,79688,yes,65174,tenant,15,bonds,yes
F,28,married,highsch,0,full_time,3,3,31875,yes,44184,tenant,2,derivatives,no
F,40,divorced,univ,0,part_time,11,14,47813,no,0,owner,7,derivatives,no
M,43,single,basic,0,part_time,13,17,19125,no,0,tenant,11,stocks,no
M,33,single,highsch,0,full_time,5,9,47813,no,0,owner_morg,5,derivatives,no
F,25,single,highsch,0,self_employ,0,5,38250,no,0,tenant,2,stocks,yes
F,27,single,highsch,0,full_time,3,3,31875,no,0,owner,5,derivatives,no
F,31,married,basic,2,unemployed,0,6,0,no,0,owner_morg,12,stocks,no
M,40,single,highsch,0,part_time,6,6,28688,no,0,tenant,13,stocks,no
M,28,divorced,univ,2,full_time,4,5,53125,no,0,tenant,4,derivatives,yes
M,20,single,highsch,0,unemployed,0,0,0,no,0,w_parents,5,bonds,no
F,35,married,postgrad,2,unemployed,0,2,0,no,0,tenant,6,stocks,no
M,42,married,univ,1,self_employ,9,12,95625,yes,44155,owner,5,derivatives,yes
F,79,divorced,postgrad,3,self_employ,14,43,178500,no,0,owner,1,derivatives,no
F,24,divorced,highsch,0,full_time,3,3,31875,no,0,tenant,8,derivatives,no
M,37,widowed,univ,0,unemployed,0,8,0,no,0,owner,10,derivatives,yes
M,74,divorced,highsch,0,unemployed,0,6,0,no,0,owner_morg,7,stocks,no
M,21,single,basic,0,self_employ,1,2,25500,no,0,w_parents,5,derivatives,yes
F,36,married,highsch,2,unemployed,0,12,0,yes,292,tenant,3,bonds,yes
M,26,married,highsch,3,unemployed,0,4,0,yes,6956,owner_morg,5,bonds,yes
M,28,single,univ,0,self_employ,4,7,63750,no,0,tenant,9,derivatives,yes
F,47,divorced,highsch,0,self_employ,2,18,57375,no,0,owner,10,bonds,yes
M,49,single,highsch,0,part_time,6,19,28688,no,0,owner_morg,8,bonds,no
F,27,divorced,basic,1,unemployed,0,2,0,no,0,owner_morg,2,stocks,yes
F,47,single,basic,0,part_time,1,23,19125,no,0,tenant,11,stocks,no
M,38,married,highsch,1,part_time,6,15,28688,no,0,tenant,13,derivatives,yes
F,40,single,highsch,0,part_time,10,13,28688,no,0,owner_morg,7,stocks,no
M,69,widowed,highsch,1,retired,26,26,22313,no,0,tenant,13,derivatives,yes
M,28,divorced,highsch,1,self_employ,5,5,38250,no,0,owner_morg,1,derivatives,yes
F,41,married,univ,2,part_time,9,18,47813,yes,56472,owner,11,stocks,no
F,23,married,highsch,1,full_time,2,3,31875,no,0,tenant,7,bonds,yes
M,40,single,basic,0,self_employ,6,6,38250,no,0,owner,9,stocks,no
M,48,divorced,highsch,3,unemployed,0,5,0,no,0,tenant,9,stocks,no
M,28,married,highsch,0,unemployed,0,2,0,yes,4887,tenant,7,derivatives,yes
M,21,single,basic,0,full_time,1,2,21250,no,0,w_parents,8,stocks,no
M,22,widowed,univ,0,part_time,2,2,31875,no,0,owner_morg,5,derivatives,yes
F,29,married,postgrad,3,self_employ,3,4,102000,no,0,owner,6,derivatives,yes
F,26,single,highsch,0,self_employ,3,3,38250,no,0,tenant,7,stocks,yes
M,23,single,highsch,0,self_employ,0,4,38250,no,0,tenant,5,derivatives,yes
M,40,single,highsch,0,part_time,7,10,28688,no,0,owner_morg,5,derivatives,yes
F,20,single,basic,0,part_time,0,2,12750,no,0,w_parents,7,bonds,yes
F,20,divorced,highsch,0,part_time,1,2,19125,no,0,owner_morg,3,derivatives,no
M,21,single,highsch,0,unemployed,0,0,0,no,0,w_parents,4,derivatives,yes
M,21,divorced,highsch,0,self_employ,1,2,38250,no,0,owner,6,derivatives,yes
F,28,single,highsch,0,unemployed,0,6,0,no,0,tenant,8,derivatives,no
M,27,married,postgrad,2,full_time,5,6,85000,yes,29235,tenant,2,bonds,yes
F,36,widowed,univ,1,unemployed,0,6,0,no,0,owner_morg,13,derivatives,yes
M,53,widowed,univ,0,unemployed,0,4,0,no,0,tenant,2,bonds,no
F,53,single,highsch,0,self_employ,2,10,66938,no,0,tenant,8,derivatives,no
F,24,single,highsch,0,self_employ,0,2,38250,no,0,owner_morg,7,derivatives,no
F,27,married,basic,3,unemployed,0,2,0,yes,47070,tenant,9,stocks,yes
F,25,single,basic,0,full_time,2,4,21250,no,0,owner_morg,7,stocks,no
F,74,widowed,univ,0,self_employ,10,39,111563,no,0,tenant,2,derivatives,yes
M,63,widowed,basic,0,full_time,8,34,37188,no,0,tenant,15,stocks,no
F,23,divorced,highsch,1,self_employ,2,2,38250,no,0,tenant,8,bonds,yes
F,25,married,highsch,2,unemployed,0,2,0,yes,34073,owner,2,stocks,yes
F,32,divorced,univ,2,unemployed,0,8,0,no,0,tenant,9,derivatives,no
M,33,married,basic,0,unemployed,0,5,0,yes,9641,tenant,13,stocks,no
M,39,married,highsch,2,unemployed,0,6,0,yes,20619,owner_morg,15,bonds,yes
M,23,single,basic,0,part_time,0,0,12750,no,0,owner,3,bonds,no
F,24,single,highsch,0,self_employ,1,2,38250,no,0,tenant,5,derivatives,no
F,73,divorced,highsch,2,retired,26,38,22313,no,0,tenant,13,derivatives,no
M,51,divorced,highsch,1,part_time,17,19,33469,no,0,owner,15,derivatives,yes
M,31,widowed,highsch,0,full_time,1,6,47813,no,0,tenant,12,stocks,no
M,39,married,univ,1,full_time,2,2,79688,no,0,tenant,2,derivatives,yes
M,29,married,highsch,3,full_time,2,2,31875,yes,41168,owner_morg,2,stocks,yes
F,24,divorced,highsch,1,part_time,0,5,19125,no,0,owner_morg,8,bonds,yes
M,28,widowed,highsch,3,unemployed,0,8,0,no,0,owner_morg,5,bonds,no
M,53,divorced,basic,2,part_time,11,22,22313,no,0,tenant,9,bonds,yes
M,28,divorced,postgrad,2,full_time,2,5,85000,no,0,tenant,4,bonds,yes
F,44,divorced,postgrad,2,full_time,2,13,127500,no,0,tenant,10,derivatives,no
M,28,single,univ,0,self_employ,2,4,63750,no,0,owner,9,derivatives,no
F,46,single,highsch,0,unemployed,0,10,0,no,0,owner,15,stocks,no
M,37,married,highsch,2,part_time,5,10,28688,yes,42651,owner,3,bonds,yes
M,35,single,highsch,0,unemployed,0,12,0,no,0,owner_morg,13,derivatives,no
M,36,single,univ,0,unemployed,0,10,0,no,0,tenant,9,bonds,no
F,38,single,highsch,0,full_time,5,5,47813,no,0,tenant,7,bonds,yes
F,38,single,highsch,0,part_time,10,15,28688,no,0,tenant,15,bonds,yes
M,72,widowed,basic,3,self_employ,18,41,44625,no,0,tenant,13,bonds,yes
M,37,married,univ,1,part_time,5,14,47813,yes,49237,tenant,7,stocks,no
F,24,married,univ,1,part_time,2,5,31875,yes,34531,tenant,6,bonds,yes
M,52,divorced,univ,1,self_employ,9,10,111563,no,0,owner,12,derivatives,yes
F,49,single,univ,0,self_employ,3,7,95625,no,0,tenant,12,derivatives,no
M,45,widowed,basic,0,part_time,0,0,19125,no,0,owner_morg,13,derivatives,yes
M,26,married,highsch,1,self_employ,0,2,38250,yes,43053,tenant,7,bonds,yes
M,32,widowed,highsch,3,full_time,4,4,47813,no,0,tenant,8,derivatives,yes
